frame_id,time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,temp,hw_time_diag,hw_time_acc,hw_time_gyro
1,1611764379.5414722,0.00830078125,-0.020751953125,1.043701171875,-1.0223388671875,0.3814697265625,-0.54168701171875,0.0,0.0,0.0,0.0,0,0,0
1,1611764379.5415645,0.00537109375,-0.01708984375,1.035888671875,-1.27410888671875,0.2288818359375,-0.5035400390625,0.0,0.0,0.0,0.0,0,0,0
1,1611764379.5416303,0.008544921875,-0.015380859375,1.0341796875,-1.38092041015625,0.25177001953125,-0.457763671875,0.0,0.0,0.0,0.0,0,0,0
1,1611764379.5416803,0.011962890625,-0.023193359375,1.05859375,-1.42669677734375,0.40435791015625,-0.61798095703125,0.0,0.0,0.0,0.0,0,0,0
1,1611764379.5417147,0.01025390625,-0.00927734375,1.041748046875,-1.25885009765625,0.45013427734375,-0.8087158203125,0.0,0.0,0.0,0.0,0,0,0
1,1611764379.5417416,0.0087890625,-0.0126953125,1.063232421875,-1.18255615234375,0.46539306640625,-0.54931640625,0.0,0.0,0.0,0.0,0,0,0
1,1611764379.5417724,0.0126953125,-0.01123046875,1.024169921875,-1.51824951171875,0.49591064453125,-0.6256103515625,0.0,0.0,0.0,0.0,0,0,0
1,1611764379.5418026,0.01123046875,-0.016845703125,1.055419921875,-1.44195556640625,0.2593994140625,-0.396728515625,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5418327,0.006591796875,-0.019775390625,1.03564453125,-1.556396484375,0.518798828125,-0.43487548828125,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5419753,0.00537109375,-0.021728515625,1.064453125,-1.4495849609375,0.335693359375,-0.41961669921875,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5420222,0.002685546875,-0.020263671875,1.0263671875,-1.33514404296875,0.23651123046875,-0.46539306640625,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5420594,0.007568359375,-0.02099609375,1.0654296875,-1.2664794921875,0.274658203125,-0.8392333984375,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5422585,0.005126953125,-0.0126953125,1.03369140625,-1.190185546875,0.32806396484375,-0.64849853515625,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5423238,0.016845703125,-0.02197265625,1.052734375,-1.617431640625,0.48828125,-0.5950927734375,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5423868,0.01123046875,-0.02392578125,1.04052734375,-1.2664794921875,0.396728515625,-0.63323974609375,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5426192,0.002685546875,-0.01171875,1.0419921875,-1.10626220703125,0.25177001953125,-0.58746337890625,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5426545,-0.000244140625,-0.013427734375,1.042724609375,-1.18255615234375,0.2899169921875,-0.41961669921875,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5426831,0.010986328125,-0.0244140625,1.055908203125,-1.3580322265625,0.17547607421875,-0.579833984375,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.542721,0.0078125,-0.008056640625,1.049072265625,-1.434326171875,0.152587890625,-0.6103515625,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5427594,0.005615234375,-0.019775390625,1.037353515625,-1.220703125,0.38909912109375,-0.60272216796875,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5428143,0.01416015625,-0.02099609375,1.049072265625,-1.56402587890625,0.6866455078125,-0.6866455078125,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5428452,0.013916015625,-0.0166015625,1.0322265625,-1.01470947265625,0.31280517578125,-0.4425048828125,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5428789,0.011962890625,-0.021728515625,1.064697265625,-1.36566162109375,0.2593994140625,-0.57220458984375,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5429068,0.009765625,-0.015380859375,1.035400390625,-1.30462646484375,-0.02288818359375,-0.49591064453125,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.542935,0.0078125,-0.01513671875,1.040771484375,-1.45721435546875,0.396728515625,-0.5340576171875,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.542963,0.003662109375,-0.0126953125,1.04248046875,-1.03759765625,0.30517578125,-0.4730224609375,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.542991,0.00341796875,-0.02490234375,1.045166015625,-1.4801025390625,0.22125244140625,-0.54168701171875,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5430183,0.0107421875,-0.021484375,1.047119140625,-1.76239013671875,0.51116943359375,-0.5340576171875,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5430481,0.004150390625,-0.019775390625,1.051025390625,-1.33514404296875,0.43487548828125,-0.81634521484375,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5430758,0.0068359375,-0.016357421875,1.03369140625,-1.13677978515625,0.38909912109375,-0.5645751953125,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5431035,0.009765625,-0.021728515625,1.045654296875,-1.18255615234375,0.20599365234375,-0.49591064453125,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5431306,0.001708984375,-0.018310546875,1.052001953125,-1.3580322265625,0.22125244140625,-0.84686279296875,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5431814,0.01123046875,-0.022705078125,1.03662109375,-1.4190673828125,0.28228759765625,-0.4425048828125,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5432096,0.007080078125,-0.02001953125,1.04833984375,-1.36566162109375,0.457763671875,-0.54168701171875,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5432498,0.01123046875,-0.02001953125,1.033447265625,-1.21307373046875,0.1983642578125,-0.52642822265625,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5432823,0.00537109375,-0.0205078125,1.0478515625,-1.1444091796875,0.19073486328125,-0.51116943359375,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5433116,0.001220703125,-0.021484375,1.0439453125,-1.0986328125,0.2288818359375,-0.57220458984375,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5433407,0.01123046875,-0.026123046875,1.057373046875,-1.60980224609375,0.213623046875,-0.38909912109375,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5434008,0.008544921875,-0.01953125,1.0400390625,-1.35040283203125,0.2899169921875,-0.43487548828125,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5434532,0.00830078125,-0.01953125,1.05126953125,-1.03759765625,0.213623046875,-0.45013427734375,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5434887,0.0087890625,-0.016845703125,1.04296875,-0.95367431640625,-0.20599365234375,-0.54931640625,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5435224,0.008056640625,-0.021484375,1.058349609375,-1.27410888671875,0.26702880859375,-0.51116943359375,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5435545,0.010009765625,-0.024169921875,1.04833984375,-1.35040283203125,0.4425048828125,-0.518798828125,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5436106,0.010986328125,-0.02392578125,1.0478515625,-1.5716552734375,0.3662109375,-0.58746337890625,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5436513,0.00830078125,-0.007568359375,1.03662109375,-1.3275146484375,0.6256103515625,-0.5035400390625,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5436838,0.009033203125,-0.020263671875,1.043701171875,-1.12152099609375,0.20599365234375,-0.5645751953125,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.543715,0.00634765625,-0.0185546875,1.05078125,-1.47247314453125,0.3509521484375,-0.63323974609375,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5437584,0.00927734375,-0.0205078125,1.0458984375,-1.2969970703125,0.26702880859375,-0.3814697265625,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5437937,0.004150390625,-0.01806640625,1.04443359375,-1.495361328125,0.1983642578125,-0.7171630859375,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5438251,0.00048828125,-0.0126953125,1.04052734375,-1.2969970703125,0.579833984375,-0.457763671875,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.543871,0.007568359375,-0.015869140625,1.0439453125,-1.42669677734375,0.22125244140625,-0.640869140625,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.543904,0.002197265625,-0.0166015625,1.051025390625,-1.22833251953125,0.06103515625,-0.579833984375,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5439372,0.009765625,-0.01806640625,1.060302734375,-1.47247314453125,0.4730224609375,-0.6561279296875,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.543969,0.0087890625,-0.016845703125,1.03076171875,-1.30462646484375,0.1068115234375,-0.66375732421875,0.0,0.0,0.0,0.0,0,0,0
2,1611764379.5440013,0.007568359375,-0.0185546875,1.04736328125,-1.15966796875,0.00762939453125,-0.46539306640625,0.0,0.0,0.0,0.0,0,0,0
